tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2116,116173,TRUE,Tue Oct 31 11:59:05 +0000 2017,"@sprintcare You’re a bunch of crooks, you don’t care about happy customers, y’all just want money, save me the BS","2,11,52,11,72,11,82,110",2120
2120,sprintcare,FALSE,Tue Oct 31 11:53:20 +0000 2017,@116173 This is concerning. What makes you feel this way? What seems to be the issue? We'll be happy to assist. -JD,2116,2121
3176,sprintcare,FALSE,Tue Oct 31 22:58:30 +0000 2017,"@116445 You’ve reached the right place, please shoot us a DM, in order for us to further assist you. -AA",3177,3178
3177,116445,TRUE,Tue Oct 31 23:09:03 +0000 2017,@sprintcare Just sent a DM,,3176
3178,116445,TRUE,Tue Oct 31 22:55:37 +0000 2017,"@sprintcare mine and my brothers data is barely working, we have full signal but nothing is loading &amp; when it does load its very slow, help!",3176,
3179,sprintcare,FALSE,Tue Oct 31 22:56:16 +0000 2017,@116446 What have you feeling this way? We would love to assist you.-DD,3180,3181
3180,116446,TRUE,Tue Oct 31 22:57:23 +0000 2017,@sprintcare Don’t worry about it.... I’m just going to see what other companies offer,3182,3179
3182,sprintcare,FALSE,Tue Oct 31 22:59:47 +0000 2017,"@116446 We understand, but in order for us to further assist you, you need to inform us on your issue. We would hate to see you go-DD",3183,3180
3183,116446,TRUE,Tue Oct 31 23:11:19 +0000 2017,@sprintcare Y’all lie,,3182
3184,sprintcare,FALSE,Tue Oct 31 22:53:40 +0000 2017,@115712 Please DM your contact number and Team @116447 will reach out asap to get this resolved.,,3185
3185,115712,TRUE,Tue Oct 31 22:47:02 +0000 2017,@sprintcare complete ineptness!,3184,3186
3186,115712,TRUE,Tue Oct 31 22:46:48 +0000 2017,@sprintcare I am not surprised because nothing works when it comes to sprint!,3185,3187
3187,sprintcare,FALSE,Tue Oct 31 22:45:12 +0000 2017,@115712 I understand how frustrating this is and I'm here to assist. I do apologize that I'm not showing the contact number or private message.,3186,3188
4307,sprintcare,FALSE,Tue Oct 31 23:04:33 +0000 2017,"@116716 Good day, please disregard the text message that you are receiving concerning your device being ready to pick. -KK",4308,4309
4308,116717,TRUE,Tue Oct 31 23:05:28 +0000 2017,@sprintcare @116716 Lol it just gets worse 😂,,4307
4310,sprintcare,FALSE,Tue Oct 31 23:01:18 +0000 2017,@116718 Great! Have you registered at https://t.co/drNtYldHij?,,4311
5522,sprintcare,FALSE,Tue Oct 31 23:16:16 +0000 2017,@117001 Hey! We would need to see what offers are available to you. Send us a DM so we can further assist you. -CD,,5523
5523,117001,TRUE,Tue Oct 31 23:12:51 +0000 2017,@sprintcare @115714 thinking about upgrading my wife’s iPhone 6.  What is your best offer?,5522,
6898,sprintcare,FALSE,Mon Oct 09 00:35:34 +0000 2017,@117178 This sounds concerning. Please DM us more details to review this situation more closely and verify where the issue is coming from. - JF,,6899
6899,117178,TRUE,Mon Oct 09 00:28:49 +0000 2017,"@sprintcare @83216...the last agent in telesales, Ching or Chin, basically told me he has not ID #, and NO MANAGER OR SUPERVISOR TO ESCALATE MY ISSUE TO!",6898,6900
6900,sprintcare,FALSE,Mon Oct 09 00:21:40 +0000 2017,"@117178 Are you currently experiencing some type of issues with your service or bill? Please let us know what is going on, to give you a hand. - JF","6,90,16,89,96,902",6903
7741,sprintcare,FALSE,Tue Oct 31 23:37:34 +0000 2017,@116718 Thank you!,,4313
7742,sprintcare,FALSE,Tue Oct 31 23:36:56 +0000 2017,@117302 Hi there! Can you tell us the reason for the credit? Can you also join us in a DM so we can assist you? -KW,,7743
7743,117302,TRUE,Tue Oct 31 22:53:04 +0000 2017,@115714  @sprintcare &amp; she hung up the phone on me. I want my money back. Or else the whole world gonna know,7742,
7744,sprintcare,FALSE,Tue Oct 31 23:34:08 +0000 2017,"@117303 Thank you for reaching out to us. Please send us a Direct Message, so that we can further assist you. -C.H",,7745
7745,117303,TRUE,Tue Oct 31 22:43:39 +0000 2017,@sprintcare is there an outage in the Minneapolis/St. Paul Minnesota area?,7744,
7746,sprintcare,FALSE,Tue Oct 31 23:31:02 +0000 2017,@117304 Please let us know if you're currently having service issue with us? We at Sprint would like to know so we can further assist. -JN,,7747
7748,sprintcare,FALSE,Tue Oct 31 23:30:19 +0000 2017,@117305 Oh…that’s so not cool…let me check it out for you! Shoot us a DM so that we can further assist you. -AH,,7749
7751,sprintcare,FALSE,Tue Oct 31 23:29:52 +0000 2017,"@117306 Can you please send us a DM, so that be can able to  further look into this issue pertaining your device being unlocked? -TC",7752,7753
7752,117306,TRUE,Tue Oct 31 23:47:06 +0000 2017,@sprintcare No. You already got my koney and I had 13 attempts with you. I feel Sprint sucks and only incompetents work there,,7751
8037,sprintcare,FALSE,Thu Nov 02 17:45:17 +0000 2017,@117395 Thanks for reaching out. What can I help with today? -SM,"8,03,98,040",8035
8039,117395,TRUE,Thu Nov 02 18:16:10 +0000 2017,@sprintcare My internet SUCKS!!!! And their is ALWAYS something wrong with my bill. Lol. It's crazy. I could've went to #MetroPCS for this😕,8041,8037
8041,sprintcare,FALSE,Thu Nov 02 18:19:48 +0000 2017,"@117395 Hey King, Thank you for the feedback. We would like to solve this now. Please send us a DM. It will be our honor to assist you. Ange L",,8039
8040,117395,TRUE,Thu Nov 02 18:14:29 +0000 2017,"@sprintcare I've called literally more the 15x and it's always about some tower repair, reset my phone, go to the Sprint store..its ridiculous .😞",,8037
8359,sprintcare,FALSE,Sun Nov 05 23:08:03 +0000 2017,"@117471 Good day Jessica, we don't want you to continue having problems. Please send us a Direct Message, so that we can further assist you. -KK",,8360
8836,sprintcare,FALSE,Tue Oct 31 23:56:27 +0000 2017,@117587 Looks great right.. And our CEO is cool too.,,8837
8837,117587,TRUE,Tue Oct 31 23:48:17 +0000 2017,@sprintcare 5 lines for $100? Better rate then @115911 but I'm a fan of @115913. What more do you have @115714. Got a cool CEO?,8836,8838
8838,sprintcare,FALSE,Tue Oct 31 23:45:50 +0000 2017,@117587 Hello there! Check out our promotions. Click on the link https://t.co/OLXF2ShjmN,8837,8839
8841,sprintcare,FALSE,Tue Oct 31 23:54:11 +0000 2017,@117588 @626 @115714 Could tell us which iPhone you have? -L.O,8842,8843
8842,117588,TRUE,Wed Nov 01 00:00:12 +0000 2017,"@sprintcare @626 @115714 Lol for the eighteen thoudandth time, this is not my phone because there are 2 iPhones and 2 androids, and it effects them all. SMFH",8844,8841
8844,sprintcare,FALSE,Wed Nov 01 00:01:22 +0000 2017,@117588 We would like to preform a device refresh from our end. -L.O,"8,84,58,846",8842
8845,117588,TRUE,Wed Nov 01 00:02:55 +0000 2017,@sprintcare Are you getting dizzy yet? Because you seem to be running in circles.,8847,8844
8847,sprintcare,FALSE,Wed Nov 01 00:05:26 +0000 2017,"@117588 We are going and preform the device refresh on all four devices, could you power off the devices and power them back on in 5 minutes. -L.O","8,84,88,84,98,85,08,850",8845
8848,117588,TRUE,Wed Nov 01 00:07:52 +0000 2017,@sprintcare A customer should NOT have to go through so much just to get adequate service that they pay $300 a month for. UNACCEPTABLE,,8847
8849,117588,TRUE,Wed Nov 01 00:07:00 +0000 2017,@sprintcare Pretty funny stuff guys...,,8847
8850,117588,TRUE,Wed Nov 01 00:06:48 +0000 2017,@sprintcare Earlier today: https://t.co/cBEzfl9jFI,,8847
8851,117588,TRUE,Wed Nov 01 00:05:58 +0000 2017,@sprintcare Oh again? Why the other two times today wasn’t enough?,,8847
8846,117588,TRUE,Wed Nov 01 00:02:23 +0000 2017,@sprintcare Hmm interesting cause I’ve had that done twice now LMAO,,8844
8853,sprintcare,FALSE,Tue Oct 31 23:53:12 +0000 2017,@117589 Go to https://t.co/giLERIJ9sA for details about our network management practices. -KA,,8854
8855,sprintcare,FALSE,Tue Oct 31 23:52:59 +0000 2017,"@117590 Not all order are shipped at the same time, however, they will be fulfilled. We will appreciate your patience. -JR",,8856
8856,117590,TRUE,Tue Oct 31 23:39:33 +0000 2017,@sprintcare Well how come there are people on here who’s have shipped already?,8855,8857
8857,sprintcare,FALSE,Tue Oct 31 23:38:35 +0000 2017,@117590 Once the device is launched that information will be updated. You can check when the shipping starts through https://t.co/O1mkYIdKu5 -JR,8856,8858
8858,117590,TRUE,Tue Oct 31 22:47:07 +0000 2017,"@sprintcare My iPhone X said deliver date of the 3rd when I ordered it, however it still says “pending” when checking order status.",8857,8859
8859,sprintcare,FALSE,Tue Oct 31 17:11:41 +0000 2017,@117590 Thanks for reaching out. What questions do you have? -ES,8858,8860
8864,sprintcare,FALSE,Tue Oct 31 23:52:12 +0000 2017,@117592 We will like to take a look into this for you. Shoot us a DM to assist. -JA,8865,8866
8865,117592,TRUE,Tue Oct 31 23:52:48 +0000 2017,@sprintcare well i just tried calling you guys but it automatically fails. i had this problem an hour ago and it’s back. just messaged you.,,8864
8866,117592,TRUE,Tue Oct 31 23:30:23 +0000 2017,@sprintcare @115714 never mind i can’t even send txts. https://t.co/iWFDZrLDzF,8864,8867
8867,117592,TRUE,Tue Oct 31 23:28:34 +0000 2017,"@sprintcare @115714 the sad part is i’m at my own house. and everyone else that i live with, has service. https://t.co/OHhmkBfr0B",8866,
8868,sprintcare,FALSE,Tue Oct 31 23:50:53 +0000 2017,"@117593 Hey Stephany, you would have reached out to us in regards to some service issues. 1/3 - Resolution SUP NN",,8869
8869,117593,TRUE,Tue Oct 31 01:17:18 +0000 2017,@sprintcare I Broke My Phone And Yah Insurance Clam Thing Giving Me The Run Around,"8,86,88,87,08,87,18,87,00,00,00,000",8875
8875,sprintcare,FALSE,Tue Oct 31 01:01:29 +0000 2017,@117593 How may we be of assistance to you? We are always happy to help.-DD,8869,8876
9020,sprintcare,FALSE,Wed Nov 22 11:21:54 +0000 2017,"@117605 Hi! Are you experiencing any sort of issue with your other services (ex.: phone calls and text)? Please, let us know more about this, sending us a DM. We'll be more than glad to assist you. -LR. https://t.co/rMApsV8PQY",,9021
9023,sprintcare,FALSE,Wed Nov 22 11:21:12 +0000 2017,"@117606 Hi! For how long have you been experiencing this? Are you receiving 3G somewhere near your domicile? Please, allow us to check your surrounding. Send us a DM, we'll be glad to assist you? -LR. https://t.co/rMApsV8PQY",,9024
9025,sprintcare,FALSE,Wed Nov 22 11:20:11 +0000 2017,"@117607 Hi! For how long have you been experiencing this? Are you receiving 3G somewhere near your domicile? Please, allow us to check your surrounding. Send us a DM, we'll be glad to assist you? -LR. https://t.co/rMApsV8PQY",,9026
9539,sprintcare,FALSE,Wed Nov 01 00:11:30 +0000 2017,@117730 Please give us the opportunity to investigate your issue and we will contact you with a resolution.,,9540
9540,117730,TRUE,Tue Oct 31 23:57:55 +0000 2017,@sprintcare Did that*,9539,9541
9541,117730,TRUE,Tue Oct 31 23:57:38 +0000 2017,"@sprintcare Disnthat for an hour and a half yesterday, said I may hear back by Thursday after she investigates, not holding my breath",9540,9542
9542,sprintcare,FALSE,Tue Oct 31 23:56:32 +0000 2017,@117730 Your post brings great concerns to us. Can you please send us a DM with the details so we can get down to the bottom of this? -ES,9541,9543
9546,sprintcare,FALSE,Wed Nov 01 00:07:44 +0000 2017,"@117732 Hi! We would like to look into this. Please send us a Direct Message, so that we can further assist you. -KA",,9547
9548,sprintcare,FALSE,Wed Nov 01 00:01:28 +0000 2017,@117733 We apologize for the delay. Your assigned analyst will be contacting you shortly.,"9,54,99,55,09,551",9552
9549,117733,TRUE,Wed Nov 01 05:48:02 +0000 2017,"@sprintcare Again, contact is Ashley Wisniewski - 312.890.7112.  She IS an account holder.",,9548
9550,117733,TRUE,Wed Nov 01 05:47:12 +0000 2017,"@sprintcare I will have no choice on principal to make good on my commit to seek 3rd party assistance via the FCC, FTC, SAG MO&amp;IL and public sentiment.",,9548
9551,117733,TRUE,Wed Nov 01 05:45:21 +0000 2017,"@sprintcare Again, no follow through.  Pattern, not ok.  Radio silence from me for now.  I hope my wife receives a call by 5p EST tomorrow else...(1/2)",,9548
9552,117733,TRUE,Tue Oct 31 23:46:19 +0000 2017,"@sprintcare Still nothing 2 hours later, our definitions of ""momentarily"" are not aligned.  Ashley @ 312.890.7112 - please contact. FYI@Koster4Missouri",9548,9553
9553,sprintcare,FALSE,Tue Oct 31 21:12:16 +0000 2017,@117733 We regret to hear of your recent experience and we want to help. We will reach out to you momentarily to address your account concerns.,9552,9554
9554,117733,TRUE,Tue Oct 31 21:06:53 +0000 2017,@sprintcare @67723,9553,9555
9555,sprintcare,FALSE,Tue Oct 31 02:23:54 +0000 2017,@117733 Hello Michael! We will send you a DM shortly.,"9,55,69,554",9557
9557,117733,TRUE,Tue Oct 31 01:59:15 +0000 2017,"@67723 Could you confirm @115714 falls within your office's jurisdiction?  I have been defrauded, @sprintcare refuses to mediate.",9555,
10339,sprintcare,FALSE,Wed Nov 01 00:24:07 +0000 2017,@117730 Is there anything else we can assist you with today?,10340,10341
10340,117730,TRUE,Wed Nov 01 00:25:17 +0000 2017,@sprintcare Did you find my phone that I returned to brooklawn nj store that was stolen by an employee  and credit account?,10342,10339
10342,sprintcare,FALSE,Wed Nov 01 00:32:37 +0000 2017,@117730 This issue is being investigated for you and we will contact you on Thursday with a resolution.,10343,10340
10343,117730,TRUE,Wed Nov 01 00:34:18 +0000 2017,"@sprintcare Ok thank you, will talk then",10344,10342
10344,sprintcare,FALSE,Wed Nov 01 00:49:47 +0000 2017,@117730 My pleasure. Is there anything else I can assist you with today?,10345,10343
10345,117730,TRUE,Wed Nov 01 01:20:05 +0000 2017,"@sprintcare No that’s it, I hope this situation gets resolved quickly",,10344
10350,sprintcare,FALSE,Wed Nov 01 00:23:49 +0000 2017,"@117879 We would like to look into this for you. Please send us a Direct Message, so that we can further assist you. -JJ",10351,10352
10351,117880,TRUE,Wed Nov 01 01:59:44 +0000 2017,"@sprintcare @117879 I didn’t get this deal either...I got $41 a month, if they’re offering it for $22 a month now that’s crazy I want in on it!",10353,10350
10353,sprintcare,FALSE,Wed Nov 01 02:13:51 +0000 2017,@117880 Hi! The deal's available when you get it with Sprint Flex &amp; trade-in an eligible device. Info available here: https://t.co/7esColq99k . - FZ,,10351
10393,sprintcare,FALSE,Wed Nov 01 00:23:38 +0000 2017,@117881 Tell us why? We really want to know. -JN,,10394
9426,sprintcare,FALSE,Wed Nov 01 00:20:33 +0000 2017,@117688 Hello there! Please check our current promotions by clicking on the link https://t.co/OLXF2ShjmN,,9424
10396,sprintcare,FALSE,Wed Nov 01 00:18:41 +0000 2017,"@117882 That's not the feedback we like to read. What seems to be the issue? Let us know, we're here to help. -AP",,10397
10398,sprintcare,FALSE,Wed Nov 01 00:16:51 +0000 2017,"@117883 We'd be more than willing to take a look at the area for you if you can DM us a good intersection, J. :) -CDE",,10399
10400,sprintcare,FALSE,Wed Nov 01 00:15:19 +0000 2017,"@117884 Good evening, Heather - What seems to be the issue? Will you PM us with the specifics, please? -CDE",10401,10402
10401,117884,TRUE,Wed Nov 01 01:32:41 +0000 2017,@sprintcare I sent a private/secure message.....I haven't heard back.  I am having a hard time understanding commitments to customers.  It's not OK!,,10400
10403,sprintcare,FALSE,Wed Nov 01 00:15:08 +0000 2017,"@117885 This is concerning to us. Please, send us a DM with more details of your issue for us to assist you further. -DP",,10404
10869,sprintcare,FALSE,Wed Nov 01 00:43:18 +0000 2017,"@118025 Currently, the Note 8 does have Wi-Fi Calling. Send us a DM so we can provide you with the steps to activate it. -KW",,10870
10870,118025,TRUE,Wed Nov 01 00:26:17 +0000 2017,@sprintcare is there any news on when the WiFi calling Plus will be available for the Note8?,10869,
10871,sprintcare,FALSE,Wed Nov 01 00:42:42 +0000 2017,@118026 We r sorry u feel this way. We strive for the satisfaction of all. How may we b of assistance?-DD,,10872
10875,sprintcare,FALSE,Wed Nov 01 00:34:36 +0000 2017,"@118029 Hi there, thanks for reaching out to us. Please send us a Direct Message, so that we can further assist you. Sprint cares. -RM",,10876
10877,sprintcare,FALSE,Wed Nov 01 00:32:11 +0000 2017,@118030 Hey there! We are happy to hear this. -JC,10878,10879
10878,118030,TRUE,Wed Nov 01 00:41:46 +0000 2017,@sprintcare :-) So excited!,,10877
11317,sprintcare,FALSE,Wed Nov 01 00:59:20 +0000 2017,@118155 We understand. Please send us a DM so we can further assist. -RW,,11318
11318,118155,TRUE,Wed Nov 01 00:57:56 +0000 2017,@sprintcare I knew you would ge back to me via social media. You all have a refund you owe me &amp; ive been trying to solve my account issue w/ you all,11317,11319
11319,sprintcare,FALSE,Wed Nov 01 00:56:26 +0000 2017,"@118155 Hey Malika, this is not the kind of feedback we like to hear! Please send us a DM elaborating on the issue. We're here to help! -RW",11318,11320
11321,sprintcare,FALSE,Wed Nov 01 00:58:35 +0000 2017,"@118157 Let's look into this. Please send us a Direct Message, so that we can further assist you. -RL https://t.co/rMApsV8PQY",,11322
11324,sprintcare,FALSE,Wed Nov 01 00:54:21 +0000 2017,"@118158 Hey Azael, su Tweet realmente nos preocupa. Por favor envíenos un DM para poder asistirle. -  EH",,11325
11326,sprintcare,FALSE,Wed Nov 01 00:52:07 +0000 2017,"@118160 We want to help you, in order for us to do so, you'll need to send us a Direct Message so we can better assist. -AG",,11327
11327,118160,TRUE,Wed Nov 01 00:49:44 +0000 2017,@sprintcare WTF THEY JUST HUNG UP ON ME AGAIN!!!!,11326,
12264,sprintcare,FALSE,Wed Nov 01 01:24:04 +0000 2017,@118438 We don't want you to have problems. Shoot us a DM telling us issue? - SP,,12265
12266,sprintcare,FALSE,Wed Nov 01 01:18:03 +0000 2017,@118439 Hi there! What makes you feel this way? -RL,"1,22,67,12,268",12269
12267,118439,TRUE,Wed Nov 01 01:34:35 +0000 2017,"@sprintcare You're the worst, period.",12270,12266
12270,sprintcare,FALSE,Wed Nov 01 01:43:56 +0000 2017,@118439 That's not the way we want you to feel. We keep working hard to restore the service completely in the island. -JT,12271,12267
12271,118439,TRUE,Wed Nov 01 02:11:37 +0000 2017,"@sprintcare Im sorry, but it has been 40 days, and the service in Puerto Rico is worst thsn ever. I can't even communicate with my family well.",12272,12270
12272,sprintcare,FALSE,Wed Nov 01 02:16:46 +0000 2017,"@118439 We do anything possible to resolve it. Sprint customers can activate the Roaming feature, Sprint will cover the charges. -JT",,12271
12268,118439,TRUE,Wed Nov 01 01:34:11 +0000 2017,@sprintcare Because there's never any LTE!,,12266
12273,sprintcare,FALSE,Wed Nov 01 01:15:13 +0000 2017,"@118440 Hi there! We'd like to look into this issue for you. Please send us a Direct Message, so that we can further assist you. -AA",,12274
12792,sprintcare,FALSE,Wed Nov 01 01:40:31 +0000 2017,@118553 Now is the right time to switch to sprint learn more at https://t.co/DXeSKlIlYx.  KB,,12793
12795,sprintcare,FALSE,Wed Nov 01 01:39:29 +0000 2017,"@118588 Hey Laura! Don't worry, we're here for you. How long have you had this issue? -CO","1,27,96,12,797",12798
12796,118588,TRUE,Wed Nov 01 01:41:24 +0000 2017,"@sprintcare I had the phone replaced last Tuesday. So, a week.",,12795
12797,118588,TRUE,Wed Nov 01 01:44:26 +0000 2017,@sprintcare This forum post suggests that I may need my text messaging service reprovisioned https://t.co/PoNQ4XFcnu,12799,12795
12799,sprintcare,FALSE,Wed Nov 01 01:59:31 +0000 2017,@118588 Okay no worries! Can you send us a DM so that we can further address this issue? -CO,,12797
12798,118588,TRUE,Wed Nov 01 01:21:58 +0000 2017,@sprintcare I had my iPhone replaced by Apple because it was defective. Now I can’t receive SMS messages from Verizon numbers. No one has been able to help me out. Hoping you can! I have reset my network settings. I can send SMS and receive MMS from Verizon numbers.,12795,
12800,sprintcare,FALSE,Wed Nov 01 01:34:48 +0000 2017,@118589 @849 please refer to https://t.co/5BciNqgODO to enter. -FA,,12801
13425,sprintcare,FALSE,Wed Nov 01 01:59:19 +0000 2017,"@118787 Hi there! Are you having issues? Please let us know, in order for us to further assist you. -AA",,13426
13428,sprintcare,FALSE,Wed Nov 01 01:52:50 +0000 2017,@118788 Thank you for reaching out to us. We would like to take a look into this. Please send us a Direct Message. - KC,,13429
13430,sprintcare,FALSE,Wed Nov 01 01:51:08 +0000 2017,"@118789 Hey Keith, this seems very concerning. What issues are you experiencing? Please DM us so we can further assist you! -SB",,13431
13432,sprintcare,FALSE,Wed Nov 01 01:45:32 +0000 2017,@118160 @115714 Thank you for taking my call. I do hope that the transfer to the other department was successful. -AG,"1,34,33,13,434",13435
13433,118160,TRUE,Wed Nov 01 01:51:13 +0000 2017,@sprintcare @115714 Don’t lie for Twitter,,13432
13434,118160,TRUE,Wed Nov 01 01:50:50 +0000 2017,@sprintcare @115714 Bitch u a liar,,13432
13435,118160,TRUE,Wed Nov 01 01:40:47 +0000 2017,@sprintcare &amp; @115714 ARE COMPLETE LIERS! They force you to keep the service and won’t disconnect! #BlackTwitter #America #smartphones,13432,
13436,sprintcare,FALSE,Wed Nov 01 01:44:45 +0000 2017,"@118790 Hi there, we hope to have all our customers feeling appreciated. It is disappointing to received contrary feedback. -AJS",,13437
13707,sprintcare,FALSE,Wed Nov 01 02:02:00 +0000 2017,@118878 We're here to help. Please send us a DM so we can further assist. -AT,,13708
13981,sprintcare,FALSE,Wed Nov 01 22:36:34 +0000 2017,"@118944 Hey Bill! Thank you for reaching out. I’ll be happy to help, please send us a Direct Message in order for us to further assist. -AD",,13979
14514,sprintcare,FALSE,Wed Nov 01 02:43:24 +0000 2017,@119111 We do apologize that you are having issues with your password. We would be happy to help if needed!,14515,14516
14515,119111,TRUE,Wed Nov 01 02:44:25 +0000 2017,@sprintcare The only thing that would help would be to re-do this horrible user interface. Happy to talk to your UI folks if that would help.,"1,45,17,14,518",14514
14517,sprintcare,FALSE,Wed Nov 01 02:46:25 +0000 2017,@119111 Thank you for your feedback and we will pass that to our team. Should you need further help please let us know!,,14515
14518,119112,TRUE,Wed Nov 01 03:43:49 +0000 2017,@119111 @sprintcare He’s good at this stuff! You should accept the help 😊,,14515
14522,sprintcare,FALSE,Wed Nov 01 02:40:54 +0000 2017,@119113 Yikes! Can you please let us know what seems to be the issue in which led to your feedback? -TC,,14523
14524,sprintcare,FALSE,Wed Nov 01 02:38:06 +0000 2017,"@119114 We would like to look into your coverage for you. Please send us a Direct Message, so that we can further assist you. -JJ",,14525
14526,sprintcare,FALSE,Wed Nov 01 02:30:29 +0000 2017,@119115 Hi there! Tell us how we can change this impression. -JA,"1,45,27,14,52,81,45,29,00,00,00,00,00,00,000",14533
14527,119115,TRUE,Wed Nov 01 15:37:59 +0000 2017,"@sprintcare And suddenly they were very respectful to him, after being condescending to me.",,14526
14528,119115,TRUE,Wed Nov 01 15:34:29 +0000 2017,@sprintcare At T-Mobile when I had this kind of issue they ordered me a new phone and I just had to send my current phone in,14534,14526
14534,sprintcare,FALSE,Wed Nov 01 15:37:20 +0000 2017,@119115 You will need to take the phone in to a Sprint store for diagnostics as long as you have insurance they can order you a new phone. -FR,,14528
